fighter_id,canonical_name,first_name,last_name,nickname,dob,height_cm,weight_lbs,reach_in,stance,ufc_url_slug
3619,Rocky Long,Rocky,Long,,1978-02-18,,145.0,,,10e04e5e81f391a0
3620,Rodney Faverus,Rodney,Faverus,,,182.9,215.0,,Southpaw,5af26b3201690d29
3621,Rodney Wallace,Rodney,Wallace,Shonuff the Master,1981-11-21,175.3,205.0,72.0,Switch,b9415726dc3ec526
3622,Rodolfo Bellato,Rodolfo,Bellato,Trator,1996-02-05,190.5,205.0,75.0,Orthodox,69898645d600abdb
3623,Rodolfo Marques Diniz,Rodolfo Marques,Diniz,,1984-01-23,167.6,135.0,,,2d2239d0f6fa83dd
3624,Rodolfo Rubio Perez,Rodolfo,Rubio Perez,Fito,1987-01-29,165.1,145.0,,Orthodox,c4731f43693b96b8
3625,Rodolfo Vieira,Rodolfo,Vieira,,1989-09-25,182.9,185.0,73.0,Orthodox,260e9e0d4954aea6
3626,Rodrigo Damm,Rodrigo,Damm,,1980-02-03,170.2,155.0,71.0,Orthodox,a20d7dfaba74c067
3627,Rodrigo Gracie,Rodrigo,Gracie,,1975-04-11,182.9,183.0,,Orthodox,36877f0e62b25b96
3628,Rodrigo Gripp de Sousa,Rodrigo,Gripp de Sousa,Riscado,,180.3,205.0,,Orthodox,dde70a112e053a6c
3629,Rodrigo Lidio,Rodrigo,Lidio,Dynamis,1989-07-07,180.3,155.0,73.0,Orthodox,11b5a809c3120e27
3630,Rodrigo Nascimento,Rodrigo,Nascimento,Ze Colmeia,1992-11-26,188.0,246.0,80.0,Orthodox,d31a5546c0e9b213
3631,Rodrigo Ruas,Rodrigo,Ruas,,1977-10-06,177.8,185.0,,Orthodox,94070f6544c4b2a5
3632,Rodrigo Sezinando,Rodrigo,Sezinando,,1997-12-11,175.3,170.0,71.0,Orthodox,c06d6b18862f9a53
3633,Rodrigo de Lima,Rodrigo,de Lima,Monstro,1991-03-12,170.2,155.0,,Orthodox,a4dc47001f202bcd
3634,Roger Bowling,Roger,Bowling,Relentless,1982-12-05,175.3,155.0,68.0,Orthodox,3b9f723e2720a238
3635,Roger Carroll,Roger,Carroll,The Leprechaun,,177.8,170.0,,,572a89dbe1f76761
3636,Roger Gracie,Roger,Gracie,,1981-09-26,193.0,185.0,79.0,Orthodox,a6bbd3df469c6bea
3637,Roger Hollett,Roger,Hollett,The Hulk,1978-10-08,180.3,205.0,,Orthodox,27d65e9d0fba61ea
3638,Roger Huerta,Roger,Huerta,El Matador,1983-05-20,175.3,155.0,70.0,Orthodox,daf1b84aebd6602b
3639,Roger Narvaez,Roger,Narvaez,Silverback,1983-09-09,190.5,185.0,,Southpaw,3a12a2f096a6d975
3640,Roger Zapata,Roger,Zapata,Viva,1986-05-09,180.3,170.0,,Southpaw,fe5ca7ef93c3f6a7
3641,Rogerio Bontorin,Rogerio,Bontorin,,1992-04-25,165.1,125.0,67.0,Orthodox,07a2bdaa0afdd831
3642,Rogerio Nogueira,Rogerio,Nogueira,Minotouro,1976-06-02,188.0,205.0,75.0,Southpaw,73e09f837f3b5ecc
3643,Roland Delorme,Roland,Delorme,,1983-12-18,175.3,135.0,71.0,Orthodox,173acb3f920082b8
3644,Roland Payne,Roland,Payne,,,175.3,205.0,,Orthodox,2e04a3b4a2011b97
3645,Rolando Bedoya,Rolando,Bedoya,The Machine,1997-01-13,180.3,155.0,74.0,Orthodox,40a456a25d52ee65
3646,Rolando Delgado,Rolando,Delgado,Roli,1981-11-22,190.5,155.0,77.0,Orthodox,37b1696e6d115957
3647,Rolando Dy,Rolando,Dy,Dy Incredible,1990-08-11,172.7,145.0,69.0,Orthodox,55ed59d541f8b90c
3648,Rolando Perez,Rolando,Perez,,,172.7,135.0,,Orthodox,4a9e305633f3ef47
3649,Roldan Sangcha'an,Roldan,Sangcha'an,The Executioner,1990-12-04,162.6,125.0,,Orthodox,57887765f831e228
3650,Rolles Gracie,Rolles,Gracie,,1978-07-14,193.0,242.0,,Orthodox,e4a9dbade7c7e1a7
3651,Roman Bogatov,Roman,Bogatov,,1990-12-15,172.7,155.0,73.0,Orthodox,d61316139d68dbe3
3652,Roman Bravo-Young,Roman,Bravo-Young,,,,205.0,,,37ce890a4670b287
3653,Roman Dolidze,Roman,Dolidze,,1988-07-15,188.0,185.0,76.0,Orthodox,327d5f279895110d
3654,Roman Kopylov,Roman,Kopylov,,1991-05-04,182.9,185.0,75.0,Southpaw,9d83f6da776ff7d6
3655,Roman Mitichyan,Roman,Mitichyan,,1978-09-04,177.8,170.0,,Orthodox,2961be02cfb0d2c1
3656,Roman Salazar,Roman,Salazar,El Gallito,1988-02-21,170.2,135.0,,Orthodox,72c4b253d2f5ebf2
3657,Roman Zentsov,Roman,Zentsov,The Russian Hammer,1973-09-10,185.4,230.0,,Orthodox,3144121470023e9a
3658,Romie Aram,Romie,Aram,,1977-12-02,177.8,170.0,,Orthodox,73ef22f25d0f70e2
3659,Ron Faircloth,Ron,Faircloth,,1979-08-16,175.3,205.0,,Orthodox,453ee00c3e1ae9dd
3660,Ron Fields,Ron,Fields,Killing,1974-11-18,188.0,200.0,,Orthodox,6e380a4d73ab4f0e
3661,Ron Henderson,Ron,Henderson,,,177.8,125.0,,,498f0d066396ec59
3662,Ron Keslar,Ron,Keslar,,,,185.0,,,b84f34b425dfd24b
3663,Ron Sparks,Ron,Sparks,The Monster,,195.6,265.0,,,743fd9080892501d
3664,Ron Stallings,Ron,Stallings,The Choir Boy,1983-01-25,188.0,170.0,75.0,Southpaw,6dd758d34da8d254
3665,Ron Waterman,Ron,Waterman,H20,1965-11-23,188.0,280.0,,Orthodox,efaf544314bb5c2e
3666,Ron van Clief,Ron,van Clief,The Black Dragon,1943-01-25,177.8,190.0,,Orthodox,23ab42947c1990e3
3667,Ronal Siahaan,Ronal,Siahaan,Naga Sakti,1996-05-05,170.2,125.0,71.0,Southpaw,762226efa2b01654
3668,Ronald Carillo,Ronald,Carillo,,,,125.0,,,cbd022eaf2ac546a
3669,Ronald Jhun,Ronald,Jhun,The Machine Gun,1970-09-21,180.3,170.0,,Orthodox,b9e871af730f826c
3670,Ronaldo Candido,Ronaldo,Candido,Pacman,1989-04-24,167.6,125.0,,Southpaw,23fbe02caabcd214
3671,Ronaldo Rodriguez,Ronaldo,Rodriguez,Lazy Boy,1999-05-07,167.6,125.0,65.0,Orthodox,f2900678e98f6d6a
3672,Ronda Rousey,Ronda,Rousey,Rowdy,1987-02-01,170.2,135.0,66.0,Orthodox,8bdac25ce0bb874d
3673,Rongzhu,,Rongzhu,,2000-03-07,175.3,155.0,71.0,Orthodox,a13d755965a4ec9f
3674,Ronnie Lawrence,Ronnie,Lawrence,The Heat,1992-06-13,172.7,135.0,68.0,Switch,e7e01e266a9d4342
3675,Ronny Markes,Ronny,Markes,,1988-04-21,185.4,185.0,75.0,Orthodox,bd21a1e3d41c97ee
3676,Rony Jason,Rony,Jason,,1984-03-21,170.2,145.0,73.0,Orthodox,b71ce838b01f2cad
3677,Rony Sefo,Rony,Sefo,,,175.3,225.0,,Orthodox,d6b68eaf4b68b160
3678,Ronys Torres,Ronys,Torres,,1975-08-13,170.2,155.0,,Orthodox,cce79e827569f26e
3679,Roosevelt Roberts,Roosevelt,Roberts,The Predator,1994-02-11,188.0,155.0,73.0,Orthodox,37c5366d18ed6c05
3680,Roque Conceicao,Roque,Conceicao,,1999-10-27,,125.0,,Orthodox,b4ebc1539a08054b
3681,Roque Martinez,Roque,Martinez,,1986-03-04,177.8,250.0,72.0,Orthodox,2c5a0b8317f8f27a
3682,Rory MacDonald,Rory,MacDonald,Red King,1989-07-22,182.9,170.0,76.0,Orthodox,cbd5d3cdd862e90e
3683,Rory Markham,Rory,Markham,,1982-03-25,182.9,170.0,71.0,Orthodox,23a16ebe733e3041
3684,Rory Singer,Rory,Singer,Outburst,1976-05-28,188.0,185.0,77.0,Orthodox,546015aa2ad945fd
3685,Rose Conceicao,Rose,Conceicao,,1997-05-13,139.7,115.0,65.0,Orthodox,a76c07e8e4c76e9a
3686,Rose Namajunas,Rose,Namajunas,Thug,1992-06-29,165.1,125.0,65.0,Orthodox,47b63240018d5d86
3687,Roshan Mainam,Roshan,Mainam,The Indian Notorious,,,135.0,,,b301292b1bc92bdb
3688,Roshaun Jones,Roshaun,Jones,,,172.7,135.0,,,8a9f54b9056b07f5
3689,Rosi Sexton,Rosi,Sexton,The Surgeon,1977-07-16,160.0,135.0,,Orthodox,5dfe71ade71f3a4b
3690,Ross Ebanez,Ross,Ebanez,The Boss,1975-05-18,175.3,154.0,,Southpaw,a5b0bd216d8ba84e
3691,Ross Pearson,Ross,Pearson,The Real Deal,1984-09-26,172.7,155.0,69.0,Orthodox,4f732e58ed907eff
3692,Ross Pointon,Ross,Pointon,The Gladiator,1980-02-18,172.7,170.0,,Orthodox,7215953cd5c6254d
3693,Rostem Akman,Rostem,Akman,,1991-12-19,177.8,170.0,72.0,Switch,1fc64507a0cb38cf
3694,Rousimar Palhares,Rousimar,Palhares,Toquinho,1980-02-26,172.7,170.0,71.0,Orthodox,8ddf9c51c5fdea75
3695,Roxanne Modafferi,Roxanne,Modafferi,The Happy Warrior,1982-09-24,170.2,125.0,69.0,Orthodox,4498b382c65a7faa
3696,Roy Boughton,Roy,Boughton,Black Dynamite,,182.9,205.0,,,2aaf0181432adf0b
3697,Roy Jones,Roy,Jones,,1983-10-26,,205.0,,,be8dfcf0442812b1
3698,Roy Nelson,Roy,Nelson,Big Country,1976-06-20,182.9,263.0,73.0,Orthodox,3f7c14c7eca7195d
3699,Roybert Echeverria,Roybert,Echeverria,The Unbroken,1995-08-21,165.1,125.0,67.0,Switch,20b13e96668caaa4
3700,Royce Alger,Royce,Alger,,,177.8,199.0,,Orthodox,669a3cb6e394f515
3701,Royce Gracie,Royce,Gracie,,1966-12-12,185.4,175.0,,Southpaw,429e7d3725852ce9
3702,Royler Gracie,Royler,Gracie,,1965-12-06,172.7,150.0,,Southpaw,b807814d977682eb
3703,Royston Wee,Royston,Wee,,1986-11-15,170.2,135.0,67.0,Orthodox,b9c03e7a4557e542
3704,Ruan Potts,Ruan,Potts,Fangzz,1978-02-23,188.0,247.0,75.0,Orthodox,7e208569469c8bc8
3705,Ruben Villareal,Ruben,Villareal,Warpath,1970-05-01,193.0,265.0,,Orthodox,39f68882def7a507
3706,Rubens Xavier,Rubens,Xavier,Macula,,190.5,220.0,,Orthodox,e6dac752a2418a88
3707,Rubin Williams,Rubin,Williams,Mr. Hollywood,1976-04-09,185.4,185.0,,Orthodox,6f812143641ceff8
3708,Rudy Bears,Rudy,Bears,,,180.3,170.0,,Southpaw,74f13066b1417ef3
3709,Rudyard Moncayo,Rudyard,Moncayo,,,177.8,195.0,,Orthodox,02d276b7d62b3472
3710,Ruel Panales,Ruel,Panales,,1996-12-07,165.1,125.0,67.0,Southpaw,2742f028399bf8c7
3711,Rui Imura,Rui,Imura,,1999-03-24,177.8,135.0,69.0,Southpaw,bb56173e2275e622
3712,Rulon Gardner,Rulon,Gardner,,1971-08-16,190.5,265.0,,Orthodox,4f7e290e71d60f87
3713,Ruslan Magomedov,Ruslan,Magomedov,Leopard,1986-11-26,190.5,242.0,78.0,Orthodox,369e1ce458ef50a6
3714,Russell Doane,Russell,Doane,,1986-08-13,170.2,135.0,70.0,Orthodox,f50d95223751e6ca
3715,Russell Patrick,Russell,Patrick,,,175.3,145.0,,,eafedba0617ced81
3716,Rustam Khabilov,Rustam,Khabilov,Tiger,1986-11-04,172.7,155.0,73.0,Orthodox,9b7694d064a8a0ad
3717,Ryan Bader,Ryan,Bader,Darth,1983-06-07,188.0,205.0,74.0,Orthodox,c0ab242c40decc55
3718,Ryan Bastianelli,Ryan,Bastianelli,Relentless,,165.1,135.0,,,29508aff4d93cbbe
3719,Ryan Benoit,Ryan,Benoit,Baby Face,1989-08-25,165.1,125.0,68.0,Orthodox,20999e27ddd94bda
3720,Ryan Couture,Ryan,Couture,,1982-08-27,177.8,155.0,73.0,Orthodox,46fd223e3ced39b3
3721,Ryan Diaz,Ryan,Diaz,,,,145.0,,,ceee5dd37253199a
3722,Ryan Gandra,Ryan,Gandra,Problema,1995-05-08,185.4,185.0,74.0,Orthodox,e463ce0a2ca474f4
3723,Ryan Gracie,Ryan,Gracie,,1974-08-14,175.3,200.0,,Orthodox,0c3838c8f7c620c2
3724,Ryan Hall,Ryan,Hall,The Wizard,1985-02-22,177.8,145.0,70.0,Southpaw,8866c6f509c19089
3725,Ryan Hayes,Ryan,Hayes,,,,,,,a620638435de0628
3726,Ryan Healy,Ryan,Healy,The Irish Assassin,1983-07-20,185.4,155.0,,Orthodox,f3eb664db7fb1df3
3727,Ryan Janes,Ryan,Janes,,1981-08-22,190.5,185.0,76.0,Orthodox,b59037262c8fe060
3728,Ryan Jensen,Ryan,Jensen,,1977-09-20,185.4,185.0,76.0,Orthodox,aae99701b21554e4
3729,Ryan Jimmo,Ryan,Jimmo,The Big Deal,1981-11-27,185.4,205.0,73.0,Orthodox,bc3ec52ef70fc155
3730,Ryan Keenan,Ryan,Keenan,,1985-06-15,177.8,170.0,,,a72b20136239ba39
3731,Ryan LaFlare,Ryan,LaFlare,,1983-10-01,185.4,170.0,74.0,Southpaw,4c7781da8c6cae93
3732,Ryan Larson,Ryan,Larson,,1980-12-30,,170.0,,,7107e53ebd7435fb
3733,Ryan Loder,Ryan,Loder,Man of Steel,1991-06-05,188.0,185.0,76.0,Southpaw,d5bab53a1a603aac
3734,Ryan MacDonald,Ryan,MacDonald,Main Event,1993-03-18,180.3,135.0,71.0,Switch,35e1f9984ed64206
3735,Ryan Madigan,Ryan,Madigan,,,182.9,170.0,,Orthodox,a8d521d913df4e31
3736,Ryan McGillivray,Ryan,McGillivray,The Kid,1986-09-27,180.3,170.0,,,1f9c371c93dfd3a9
3737,Ryan McGivern,Ryan,McGivern,,1980-01-17,182.9,185.0,,Orthodox,856ec65948b7d234
3738,Ryan Parker,Ryan,Parker,,,190.5,235.0,,Southpaw,6a0b80a24f22e152
3739,Ryan Quinn,Ryan,Quinn,,,172.7,145.0,,,cc23ed51619421a3
3740,Ryan Roberts,Ryan,Roberts,,1978-07-16,167.6,155.0,,Orthodox,35dc6220b113b7ec
3741,Ryan Spann,Ryan,Spann,Superman,1991-08-24,195.6,205.0,79.0,Orthodox,a67f5afa8d6a1b80
3742,Ryan Stonitsch,Ryan,Stonitsch,,1977-02-03,175.3,170.0,,Southpaw,8d477c3fbe001f9d
3743,Ryan Thomas,Ryan,Thomas,The Tank Engine,1984-11-05,182.9,170.0,,Orthodox,b732b326c362fb62
3744,Ryan Tobar,Ryan,Tobar,,,,155.0,,,57481f1f10530c61
3745,Ryo Chonan,Ryo,Chonan,Piranah,1976-10-08,175.3,170.0,70.0,Orthodox,55a7b2d4e54ffac9
3746,Ryo Kawamura,Ryo,Kawamura,,1981-06-29,180.3,205.0,,Orthodox,9e91d7fd2720e241
3747,Ryo Tajima,Ryo,Tajima,,1999-08-14,,135.0,,,34fbfc3f65b64645
3748,Ryoga Arimoto,Ryoga,Arimoto,,1998-12-07,,125.0,,,e0e1801e8721af17
3749,Ryuho Miyaguchi,Ryuho,Miyaguchi,,1998-01-27,,135.0,,,f1a9c0998c683782
3750,Ryuichi Murata,Ryuichi,Murata,,,172.7,183.0,,Orthodox,e3a6c6d6d0ac0815
3751,Ryuki Ueyama,Ryuki,Ueyama,,1976-04-17,180.3,180.0,,Southpaw,bcd124bcd3d5be46
3752,Ryuta Sakurai,Ryuta,Sakurai,,,170.2,183.0,,Orthodox,ff9578cdbfabd323
3753,Saad Awad,Saad,Awad,Assassin,1983-06-07,180.3,155.0,,,da603332ad41f165
3754,Sabah Homasi,Sabah,Homasi,,1988-10-19,182.9,170.0,72.0,Orthodox,71f048adbfed5b49
3755,Sabina Mazo,Sabina,Mazo,Colombian Queen,1997-03-25,170.2,125.0,70.0,Orthodox,70d2329a92864fdb
3756,Saeed Hosseini,Saeed,Hosseini,,,,,,,21f2974fd08085e3
3757,Sage Northcutt,Sage,Northcutt,Super,1996-03-01,182.9,170.0,71.0,Orthodox,ed9d8ee3a4239b1c
3758,Sai Wang,Sai,Wang,The Fire Kylin,1986-01-14,182.9,170.0,,Southpaw,efb9a43415a56d34
3759,Said Nurmagomedov,Said,Nurmagomedov,,1992-04-05,172.7,135.0,70.0,Orthodox,0fd5f4b838e890cc
3760,Saidyokub Kakhramonov,Saidyokub,Kakhramonov,,1995-11-14,172.7,135.0,69.0,Orthodox,50a28b9f8314e008
3761,Saimon Oliveira,Saimon,Oliveira,,1991-04-21,162.6,135.0,72.0,Orthodox,72ea1984c52019b5
3762,Sako Chivitchian,Sako,Chivitchian,,1984-03-11,180.3,155.0,,Orthodox,9f7787e56a6bc0f4
3763,Salim Touahri,Salim,Touahri,Grizzly,1989-09-28,177.8,170.0,72.0,Orthodox,cbf1c7ba5408a66f
3764,Salvador Becerra,Salvador,Becerra,,,175.3,155.0,,,4fd76e7ba8313457
3765,Salvador Woods,Salvador,Woods,,1985-02-05,180.3,170.0,,,8de471543d9c933e
3766,Sam Adkins,Sam,Adkins,The Experience,1965-04-26,190.5,225.0,,Orthodox,0e9869d712e81f8f
3767,Sam Alvey,Sam,Alvey,Smile'N,1986-05-06,188.0,185.0,75.0,Southpaw,d156513a19acf856
3768,Sam Fulton,Sam,Fulton,,,,,,,1f5f75658551f2d3
3769,Sam Greco,Sam,Greco,,1967-05-03,188.0,205.0,,Orthodox,6d12031661db8ac8
3770,Sam Hoger,Sam,Hoger,The Alaskan Assassin,1980-06-28,188.0,205.0,,Orthodox,84a067c46306a737
3771,Sam Hughes,Sam,Hughes,Sampage,1992-06-28,165.1,115.0,64.0,Orthodox,e94085e821bd81de
3772,Sam Liera,Sam,Liera,,,,,,,421ccfc6ddb17958
3773,Sam Oropeza,Sam,Oropeza,,,188.0,170.0,,,6b8db407d49c6e4b
3774,Sam Patterson,Sam,Patterson,,1996-04-30,190.5,170.0,78.0,Orthodox,8b6e5dc2ba1edbe7
3775,Sam Sicilia,Sam,Sicilia,,1986-02-01,172.7,145.0,67.0,Orthodox,b8aef0faf4ce9b31
3776,Sam Spengler,Sam,Spengler,The Ram,,180.3,185.0,,Orthodox,221b2a3070c7ce3e
3777,Sam Stout,Sam,Stout,Hands of Stone,1984-04-23,175.3,155.0,70.0,Orthodox,501b07aec9b8fc2d
3778,Sam Watford,Sam,Watford,,,,155.0,,,1836639ecf9b6e7f
3779,Samandar Murodov,Samandar,Murodov,,1999-08-28,185.4,170.0,75.0,Orthodox,6f4d199c0adc06f5
3780,Sammy Morgan,Sammy,Morgan,The Squeeze,1981-09-28,177.8,170.0,,Orthodox,2067a177a2842fbf
3781,Samuel Sanches,Samuel,Sanches,The Prodigy,2003-01-28,177.8,155.0,74.0,Orthodox,438d497617ecb16e
3782,Samuel Silva,Samuel,Silva,Caveira,1996-01-02,182.9,155.0,72.0,Orthodox,04e0507b94014dbb
3783,Samy Schiavo,Samy,Schiavo,,1975-12-24,172.7,155.0,,Orthodox,1208ffc5be6e31ad
3784,Sanae Kikuta,Sanae,Kikuta,,1971-09-10,175.3,200.0,,Orthodox,e4bde462b043d3e1
3785,Sandra Lavado,Sandra,Lavado,Peruvian Zombie,1994-05-03,170.2,115.0,66.0,Orthodox,aa6da8cb3a26da04
3786,Sanford Alton Meeks,Sanford Alton,Meeks,,1994-04-05,195.6,265.0,75.0,Orthodox,27c59ac201539d10
3787,SangHoon Yoo,SangHoon,Yoo,Assassin,1990-01-18,182.9,170.0,74.0,Orthodox,00b490982afd1b17
3788,SangWon Kim,SangWon,Kim,No Problem,1993-09-01,175.3,145.0,69.0,Orthodox,e9712cad24948ce1
3789,Sangwook Kim,Sangwook,Kim,Frogman,1993-10-17,182.9,155.0,71.0,Orthodox,a264d4e9a4d6bfe4
3790,Santiago Luna,Santiago,Luna,BorderBoy,2004-08-06,175.3,135.0,74.0,Orthodox,faf317c665546a36
3791,Santiago Ponzinibbio,Santiago,Ponzinibbio,Argentine Dagger,1986-09-26,182.9,170.0,73.0,Orthodox,6d1bffff14897645
3792,Santo Curatolo,Santo,Curatolo,,1995-01-18,160.0,125.0,62.0,Southpaw,b8b765e320a8db39
3793,Saparbeg Safarov,Saparbeg,Safarov,,1986-10-14,185.4,185.0,78.0,Orthodox,88d7b6d8230e1f3f
3794,Sara McMann,Sara,McMann,,1980-09-24,167.6,135.0,66.0,Orthodox,7be74a12d7352df2
3795,Sarah Alpar,Sarah,Alpar,Too Sweet,1991-06-01,162.6,135.0,63.0,Southpaw,49b130de1da2e1bf
3796,Sarah D'alelio,Sarah,D'alelio,The Monster,1980-12-13,170.2,145.0,,,ac45450f75d14f16
3797,Sarah Frota,Sarah,Frota,A Treta,1987-04-14,167.6,125.0,69.0,Southpaw,1641ef250e9de19b
3798,Sarah Kaufman,Sarah,Kaufman,,1985-09-20,165.1,135.0,66.0,Orthodox,36df8e119aec6175
3799,Sarah Moras,Sarah,Moras,Cheesecake,1988-04-30,170.2,135.0,67.0,Orthodox,539ed332b3078821
3800,Sarah Payant,Sarah,Payant,Soulja,,162.6,115.0,,,748d4e35f846a029
3801,Sasha Palatnikov,Sasha,Palatnikov,,1989-03-15,185.4,170.0,72.0,Switch,a6c20202c701e5ca
3802,Satoru Kitaoka,Satoru,Kitaoka,,1980-02-04,167.6,154.0,,,e2ac5bb645f33088
3803,Satoshi Honma,Satoshi,Honma,,1968-05-19,185.4,205.0,,Orthodox,d2b1c1317a39f6c6
3804,Satoshi Ishii,Satoshi,Ishii,,1986-12-19,180.3,240.0,,Orthodox,c8a49ff2acb6f3c5
3805,Saul Elizondo,Saul,Elizondo,,1985-07-17,170.2,135.0,,,e295b96f135d758a
3806,Saygid Izagakhmaev,Saygid,Izagakhmaev,,1994-09-03,,170.0,,,de26d906f2874dd4
3807,Scott Adams,Scott,Adams,,,182.9,225.0,,Southpaw,2620f3eb21c79614
3808,Scott Askham,Scott,Askham,,1988-05-20,190.5,185.0,75.0,Southpaw,06827d70c53ff0d9
3809,Scott Baker,Scott,Baker,,,182.9,210.0,,,7d5b12de1625984e
3810,Scott Bessac,Scott,Bessac,,,193.0,245.0,,,3f24c96753dbd9f9
3811,Scott Bills,Scott,Bills,,,177.8,170.0,,,53f02bbc41d99432
3812,Scott Carson,Scott,Carson,,,188.0,215.0,,,1e3302f9ab6f549a
3813,Scott Ettling,Scott,Ettling,,,,135.0,,,74b5736f1df40be3
3814,Scott Ferrozzo,Scott,Ferrozzo,The Pitbull,1965-04-26,180.3,323.0,,Orthodox,977081bc01197656
3815,Scott Fiedler,Scott,Fiedler,,,193.0,235.0,,Orthodox,0ec821423baa26bd
3816,Scott Graham,Scott,Graham,,,193.0,185.0,,Orthodox,6e4acc2c115215b5
3817,Scott Harper,Scott,Harper,,1972-04-14,182.9,185.0,,Orthodox,14a433bccba87016
3818,Scott Holtzman,Scott,Holtzman,Hot Sauce,1983-09-30,175.3,155.0,69.0,Orthodox,df1eb4354d18a906
3819,Scott Jorgensen,Scott,Jorgensen,Young Guns,1982-09-17,165.1,135.0,66.0,Orthodox,0b64d0fed453ef7f
3820,Scott Junk,Scott,Junk,,1978-12-17,185.4,265.0,,Orthodox,ac70a4f1db1b8c40
3821,Scott Lighty,Scott,Lighty,,1978-10-15,188.0,205.0,,,998c8890a8dde1eb
3822,Scott McAfee,Scott,McAfee,,1983-08-23,172.7,155.0,,Orthodox,7e7d81bf162a5ec1
3823,Scott McDonald,Scott,McDonald,,,,,,,08ae3100bf2100ed
3824,Scott Morris,Scott,Morris,,,177.8,210.0,,Orthodox,be9d259be012e8a4
3825,Scott Norton,Scott,Norton,Hollywood,1973-03-15,177.8,170.0,,Orthodox,f21a3d68fb9df387
3826,Scott Shaffer,Scott,Shaffer,,,170.2,145.0,,Orthodox,5c38639f860a5542
3827,Scott Smith,Scott,Smith,Hands of Steel,1979-05-21,182.9,185.0,70.0,Orthodox,3410cf010558dc8b
3828,Scott Ventimiglia,Scott,Ventimiglia,Meant to Kill Ya,1972-11-17,180.3,185.0,,,6e62bb64f7cc5026
3829,Sean Alvarez,Sean,Alvarez,,1971-07-14,182.9,235.0,,Orthodox,e741536153227386
3830,Sean Bassett,Sean,Bassett,,,,155.0,,,2c733e059462c1dc
3831,Sean Brady,Sean,Brady,,1992-11-23,177.8,170.0,72.0,Orthodox,45f7cb591c3ab00b
3832,Sean Daugherty,Sean,Daugherty,,1975-12-04,182.9,175.0,,,a683f9ddb70aa4bd
3833,Sean Gannon,Sean,Gannon,The Cannon,,190.5,265.0,,Southpaw,6d7886b094b471ac
3834,Sean Gauci,Sean,Gauci,,1996-10-07,165.1,125.0,64.0,Switch,d758f272d94f5866
3835,Sean Holden,Sean,Holden,,1984-09-17,177.8,170.0,,,acbb9c76f5894e36
3836,Sean Lally,Sean,Lally,The Unpredictable One,1990-11-04,182.9,170.0,,Orthodox,e62ce041bb7aeb1f
3837,Sean Loeffler,Sean,Loeffler,The Destroyer,1982-05-23,190.5,185.0,,Orthodox,d3d1ff3f3dfa0931
3838,Sean McCorkle,Sean,McCorkle,,1976-07-17,200.7,265.0,81.0,Orthodox,008dc37cca279def
3839,Sean O'Connell,Sean,O'Connell,The Real OC,1983-09-02,185.4,205.0,74.0,Orthodox,cb52f9490c2dc069
3840,Sean O'Haire,Sean,O'Haire,,1971-02-25,195.6,270.0,,Orthodox,46effbd1135423c5
3841,Sean O'Malley,Sean,O'Malley,Suga,1994-10-24,180.3,135.0,72.0,Switch,b50a426a33da0012
3842,Sean Pierson,Sean,Pierson,The Punisher,1976-03-10,182.9,170.0,76.0,Southpaw,0d506315895efffc
3843,Sean Salmon,Sean,Salmon,,1977-09-11,177.8,185.0,,Southpaw,7c0847d3854a95f2
3844,Sean Santella,Sean,Santella,Shorty Rock,1984-10-25,165.1,125.0,,,39792c2f42c9f527
3845,Sean Sharaf,Sean,Sharaf,The Smoke,1993-07-11,190.5,252.0,77.0,Orthodox,0f3a990526c5e706
3846,Sean Sherk,Sean,Sherk,The Muscle Shark,1973-08-05,167.6,155.0,67.0,Orthodox,029880cdbf5ca089
3847,Sean Soriano,Sean,Soriano,,1989-10-06,175.3,145.0,70.0,Orthodox,bd5403efbaa445c0
3848,Sean Spencer,Sean,Spencer,Black Magic,1987-06-25,177.8,170.0,74.0,Orthodox,ab850a77a0fa487d
3849,Sean Strickland,Sean,Strickland,,1991-02-27,185.4,185.0,76.0,Orthodox,0d8011111be000b2
3850,Sean Wilson,Sean,Wilson,P-Town,1982-10-20,172.7,145.0,,,b8e6393c39cb9740
3851,Sean Woodson,Sean,Woodson,The Sniper,1992-06-07,188.0,145.0,78.0,Orthodox,4682bc59d5f55145
3852,Sebastian Szalay,Sebastian,Szalay,Seb,1994-02-03,167.6,145.0,66.0,Orthodox,f201f21cf2c79eb2
3853,Sedriques Dumas,Sedriques,Dumas,The Reaper,1995-08-06,188.0,185.0,79.0,Orthodox,4e6738062d469256
3854,Seichi Ikemoto,Seichi,Ikemoto,,1975-08-24,180.3,168.0,,Orthodox,81f38d1640c4e70d
3855,Semmy Schilt,Semmy,Schilt,Hightower,1973-10-27,208.3,265.0,,Orthodox,d5ed14b2153c6ed2
3856,Seo Hee Ham,Seo Hee,Ham,,1987-03-08,157.5,115.0,62.0,Southpaw,165c244bcca3ed26
3857,Seokhyeon Ko,Seokhyeon,Ko,The Korean Tyson,1993-09-24,177.8,170.0,71.0,Southpaw,4a07b1988477502c
3858,SeongChan Hong,SeongChan,Hong,Honey Badger,1989-11-28,170.2,155.0,69.0,Orthodox,10d4575f497face4
3859,Sergei Kharitonov,Sergei,Kharitonov,,1980-08-18,182.9,245.0,,Orthodox,0693b2eab79198ea
